The awesome team of Ex-Google Engineers and designers here at punch works around the clock to make sure we meet the deadlines and add the value we promised and committed to. Welcome to Punch.Cool!,1
"We specialize in optimizing around specific KPIs for Shopify e-commerce platforms solutions which lead to a reduction in cart abandonment for twitch which is (acquired by eBay) now, increase in average order size, and return visits. 

{{PDF Documents_Our work on Shopify}}
",1
"We would love to set up a call to dicuss your concept, understand a few key questions and we will return our complete analysis and proposed timeline. When do you have about 15 minutes to chat?",1
"Do any of you use the messaging board system? If so, please let me know how you like it. If you don't use it, and/or aren't interested in using it, please let me know this as well.",0
"Hi {{Name}}, Thanks for getting back to me! Happy to schedule a time next week to chat. I've included my availability for the Google Hangout below. Just click on the time that works the best for you. {{Insert Calendly Link}}. In the meantime, would you mind giving me a quick overview of what kind of support you're looking for at {{Company}}, Cheers,",1
We have two candidates in the loop who we can introduce you to. I'll be sending over their resumes and code test results. The next steps would be settijng up an interview call with the candidate and yourself so you can have the final round of the interview process. ,1
Let's add value to {{Company}} in a more promising way this time around. Let's chat this week?,1
I understand that you are busy so please take your time in getting back with the requested information.,0
Can you give the access of the new {{Project}} to {{Name}}? He is the new {{Designation}} in our company. ,0
We can discuss your email later. How is progress on creating the spreadsheets. You will probably need to close the file before you attach an email. I really want to make progress in these two files. ,0
We think we're finally close to delivering the {{Project phase 1}}. As discussed we have worked accordingly to the guidelines. I have attached a CSV with newly generated content that you can take a look at along with the {{Program}}. Let me know of there's a need to get on a call and discuss this further. You can review it and we'll take it from there. ,1
"Did you get the chance to review the proposal? I would love to know your thoughts or feedback as it will help me establish the next steps. Folks at {{Our Company}} are thrilled with the possibility of moving forward and forging a long-lasting, mutually beneficial relationship with you and your team. Do you have the availability early next week for a quick call?",1
"Hi {{Name}}, We just completed a new document and I wanted to share it with you: {{Link}}. It walks through who we are, team composition, key principles, key clients and services - everything {{Company}} needs for your next big growth, image, or engineering project. We'd love to jump on a quick call to re-discuss the engineering, design, or growth of {{Company}}? After taking a quick look at the document, can we talk today or tomorrow? Best Regards {{Sender_Name}}",1
Our meeting is at {{Time}} tonight. Please let me know if you will be there.,0
"Hi Bilal,

I found your company on Indeed, on the Web, and love the direction of your company.

We're an ex-Google team in Silicon Valley who have executed projects for Airware, Cape, Vantage Robotics, The league, and over 100 other companies. Our RapidResponse program puts our engineers on your project within 72 hours, thus as much as increasing productivity by 200% within 30-days of joining the project; all of our team members have been verified by our ex-Google core team of engineers in San Francisco, California, and are ready to join your project today.

Our team specializes in four key areas of development, including –

1. Full-stack engineering

2. Back-end engineering

3. Data science

4. Mobile engineering

You can explore our engineering work: 
Punch Engineering Services 

I'd like to discuss a 90-day pilot of our RapidResponse program, once again our ex-Google, the verified engineering team can get started on your project in as little as 72 hours' notice. 

How's your calendar any morning this week for a call?
 
 
—-----------------------------------
 
Hi Ehsan,
 
Please use my calendar to set up a time; 
 
Some of the companies you have done work for
Some of the projects in Fintech
Your process and pricing.
 
Thanks
Bilal
 
—------------------------------------
 
Hi Bilal,
 
As per our prior conversation, find attached the following documents along with the email:
Experts in Fintech
Numin Case Study
Punch Rate Card 
Also, feel free to take a look at the profile of our 
 
If there is anything else you need from our side or have any questions, do not hesitate to reach out.
 
Cheers 
 
—--------------------------------
 
Hi Bilal,
 
Following up on our previous conversation to know if you have any questions or concerns. 
 
Feel free to reach out 
 
Cheers 
 
—-------------------------
 
Hi Ehsan,
 
We do not have any follow-up, thanks for providing the info. We will be in touch in the future if we need assistance.
 
thanks
Bilal
",1
I'd love to jump on the call and learn more about {{Company}}'s goals and how we may be able to help. Can we chat later today?,1
"Branding Team

We’re Ex-Google Branding experts that have developed brands for many household names including Marie Kondo and eCommerce company “Twice” to begin with. Our 4-step process which is Brainstorming, Moodoards, Design, and Testing have produced results for 70+ startups to publicly traded companies. 

{{Add Branding Image and PDF Document_Branding}}",1
"It’s been a while since we last spoke, I was going through our last conversation and I saw an opportunity right there, Over the years, our expertise has helped companies like yours excel in their respective goals of Development, UI/UX, and Potential Growth Strategies.",1
"Happy {{Day}}, based on your feedback provided, we've generated another CSV (See attached). We'd love to get on your weekly call that's in 30 minutes to discuss details around it. speak to you soon. ",1
We will come back on {{Day}} after the meeting,0
"Just tell me what kind of producct you are looking for.
",0
I have asked {{Company}} to reduce the number of accounts from 40 to 10 to reduce the costs for the estate,0
"Please accept my apologies for the delayed follow-up. I was out of the office on sick leave. Last we spoke, you mentioned your team needed to discuss internally to finalize the scope of work. Please let me know of you have any update in that regard. ",1
"Hi Guys, Just a quick request. We have a potential prospect from Australia that would like to speak to current and former clients about the Web development work we’ve done. Do you mind if we share your contact info?
 
Thanks,
 
Sherry",1
"Please join me in congratulating the following {{Company}} team members on 
their recently announced promotions:",0
"I was wondering if I could get some information on the {{Company}} deal, specifically the repurchase option. I need to know the term, locations, volume, and strike price of the call.",0
"
I am highly interested in this position.  I have limited knowledge of the power industry through exposure to underwriting, notional pricing, commodity structuring, and my risk mgmt groups.",0
I'd love to jump on the call and learn more about {{Company}}'s goals and how we may be able to help. Can we chat later today?,1
"Hello Greg,
 
I wanted to reach out to discuss how our Outsourced Customer Service Solution can transform your service organization for the better. We’re an ex-Disney/Google-trained customer service team that helps customers expand their service capabilities.
 
We’ve worked with Comcast, Domino’s Pizza, Dish Networks, Charter Communications, and Bit Defender to reduce customer churn and increase retention via Great Service. These projects included technical and customer support.
 
Working with us has the following 5 benefits –
 
- We can augment services to 16-or-24 hours
- We’re multilingual and can enable multilingual support
- Trained in popular software already
- E-mail, Phone, Chat, and Social support ready
- Our average first-call resolution rate > 86%
- Our average minimum call time < 5.26 minutes
 
I’d love to show what we can do for {{Company}} via expanding support hours, introducing new support languages, establishing new support channels, and augmenting existing support efforts.
 
Please take a look at the attached document and let me know when would be a good time to discuss it.
Cheers,
Sherry From Punch
 
—-------------------------------------
 
Let's set up a time to chat next week.
Please propose a time after 2:00 pm EST
 
—---------------------------------
 
Hi Greg,
 
Sounds good.
 
Does 2:30 PM (EST) work for you today?
 
Thanks,
—------------------------------
 
Hi Greg,
 
Will you be free today at 2:30 PM (EST) for a call?
 
Thanks,
—---------------------------
 
Can you do 2:00 EST? If so, please send an invite.
 
—----------------------
 
Hi Greg,
 
As discussed in the call, I've attached our animation and design work for you to review:
 
I'll be sending you the proposal early next week.
 
Cheers,
 
—--------------------------
 
Thank you.
Looking forward to your proposal.
 
 
—------------------------
 
Hi Greg,
 
As discussed, please find attached the proposal for our Customer Service Plan.
 
Please let me know if you have any questions or concerns.
 
We can schedule another call early next week to discuss this further.
 
Thanks,
—-------------------------
 
Thank you 
Please send me your UI UX proposal.
 
—----------------------
 
Hi Greg,
 
Please find attached the UI:UX proposal from our side.
 
Let me know if you have any questions.
 
Thanks,
—-----------------------------
 
Hi Greg,
 
Hope you're doing well.
 
Just wanted to follow up on the proposals we sent.
 
Were you able to review them?
 
Please let me know if you have any questions.
 
Thanks,
—---------------------------
 
Hi Greg,
 
Just wanted to follow up on the proposals we shared with you.
 
Were you able to review them?
 
Please let me know if you have any questions.
 
Thanks, 
",1
"Hi {{Name}}, You reached out earlier in the month with an interest to learn more about the Punch and the benefits of working with a world class team in engineering, design, marketing and demand growth. Please let me know if you're still interested so I can set up a time to run through, the software, or can reconnect next year if you're super busy with the upcoming holidays just around the corner. Many thanks {{Sender_Name}}",1
"Yeah, I've got the info",0
YYou never responded to my last offer,0
Thank you for taking the time to join us on the call today. We are excited at the prospect of potentially partnering up with {{Company}}. Attached are the work samples and case studies I mentioned on the call. I will circle back to you towards the end of the {{Date}} week of {{month}} to get an update on your board's decision. Looking foward to a mutually beneficial collaboration in the near future. ,1
"I was reaching out to see if things are back on track on your side, we have brilliant ideas that can help {{Company}} in many ways, I’m sharing this before and after image of our work, we believe in results more than words. ",1
"yes, it will be there all season",0
"That sounds great. We can structure the engagement that fits your requirements. I can set up a quick call with you and our animation team to learn more details and we can share some ideas and estimates with you in a timely manner.
 
Let me know a suitable time for the next steps here and I will follow up with you accordingly.
 
Cheers,
 
Sherry
",1
"Now that you have settled in for a couple of months, we need to focus on the expense and recordkeeping. 
First, I want to implement the following changes. 

No overtime with my written (or email) instructions.
Daily timesheets to be faxed to me 
Paychecks will be issued each Friday by me at the state bank 
No more expenditures on office or landscape than is necessary for basic operations. 

Moving on to the checkbook, I have attached a spreadsheet that organizes all the checks since {{Date}}
When you open the file, go to the “Checkbook” tab and look at the {{Colour}} Highlighted items. I have questions about these items. Please gather the receipt so we can discuss this.
",0
What is the website for the fundamentals? Do you have to get a security access?,0
I just want to confirm when is our call with the client,0
Have you had an opportunity to ring the candidate I emailed you about yesterday?,0
"{{Day}} is fine with me.  Just let me know what time you are available.  I 
will be off tomorrow and Friday, so you can reach me at office.  If not, I'll 
give you a call tomorrow night.",0
I put some products out there for approval. Could you see to those?,0
I had no idea about the date change - when is it?,0
"Hey {{Name}}. Thanks, for the invite but I won't be able to get away for lunch.  
we had a great trip this weekend, its go
",0
"Hi {{Name}}, I'm fascinated by {{Company}} and love the direction of how things are moving for you guys, why not also Punch the design team in the right direction?",1
"Hello {{Name}}, Thank you for getting back to us with the agreement. We are absolutely stoked to be working with you guys at the {{Company}. Now that the agreement is out of the way. I have scheduled at {{first_call_time}}{{first_call_date}}, so that we can get started immediately. Feel free to propose and alternate time, if this does not fit your schedule. We want to discuss: 1. The test run of the project - Collaboration between our teams that we discussed earlier 2. The framework for taking your project beyond the test phase. 3. Developing the goals to be achieved during the project 4. Plus, anything else that you  would want to talk about. I'm looking forward to the call. Best regards {{Sender_Name}}",1
We would love to jump on a quick call to discuss more and also share our thoughts on this {{Program}}. How does {{Time}} work for you?,1
"Hey {{Name}}, This is {{Name}}, so nice to connect with the former {{Common University Name}} alumni, Which year are you from? I would love to chat with you regarding the designs requirement you've posted on {{Platform}}",1
Did you get any investment for your project,0
The reason the benchmark reports shows net selling San Juan is that the transport positions were rolled in on 9/8. ,0
"Hi {{Name}}, Did you get the chance to review the proposal? I would love to know your thoughts or feedback as it will help me establish the next steps. Folks at Punch are thrilled with the possibility of moving forward and forging a long-lasting, mutually beneficial relationship with you and your team. Do you have any availabilty early next week for a quick call. ",1
"Hi {{Name}},  Sorry for the delayed response. We were away due to the {{Holidays}} last week and were pretty buried under deliverables early this week. I have attahched the countersigned copy of the Referral Agreement below. I just wanted to clarify that according to the client services agreement with the reffered client, the term ""retainer"" is defined as the first payment that is invoiced once the services agreement is signed. We can decide that retainer amount after a mutual discussion and agreement. For the purpose of tracking, I have shared the Google Sheet with the proposed format and feel free to suggest any changes there. We look forward to getting introduced to the client in {{City}}. Give me a heads up a day before as {{Name}} in PR and I would really like him to be the part of the introductory call. Let me know if you have any questions. ",1
who is going besides the people on the e-mail,0
Please copy and paste this URL into your browser to set your email client type to the correct setting with our system so that you can see future content in the best possible format.,0
"About Punch: 

We're an ex-Google, Silicon Valley team of engineers, designers, and growth marketers. I wanted to reach out to you about trying a 30-day pilot with our team and how {{Company}} can benefit from our engineering, design, and growth marketing expertise.

{{Add About punch case studies}}",1
Thank you for taking the time to join us on the call today. We are excited at the prospect of potentially partnering up with {{Company}}. Attached below are a couple of case studies along with our portfolio and branding docs:,1
{{Name}} joined the {{Company}} group this week.  He is an analyst scheduled for a year rotation.,0
"Thank you {{Name}}. I love your feedback and will improve on iteration 3 before we finalize any options. Hopefully, we will reiterate here again tomorrow on the same topic",1
"No.  I went last year and it was more packed than on a regular day. 
",0
I went ahead and set aside some time on your calendar on the {{Date}} to discuss {{Company}}. Hope you are having a good day.,0
"Happy {Day}}, We enjoyed our conversation and started on the use cases for you and the team at {{Company_Name}}. Please see attached our proposal to see how Punch can assist you and the team with customer relationships and support to ensure each and every customer gets a personalized experience. {{Name}} and I would love to jump on a quick call to walk you through the proposal and answer any questions you might have. Are you available this week for a quick call?",1
"Thanks for the call. I wanted to share some  work samples and case studies with you about some capabilities across design and development. We worked with {{Number}} clients across various industries to improve customer retention, engagement and app growth with exceptional user experience and we can do the same for your product. Let's sync up again depending upon your availability and we can start working on putting together a proposal in the meantime. ",1
Please click on the link for details regarding Open Enrollment 2001.,0
Put me down as a reviewer ,0
i haven't heard anything yet - i will let you know though,0
Where are you currently stationed?,0
it will update tomorrow,0
How did it go yesterday? How did you team feel about it? Let me know if there's anything i can do to help.,1
I was going to attend the meeting with some colleagues at {{Time}}.,0
"Hey Daniel,
 
We found you on glassdoor and love the direction of your company! We would like to discuss the possibility of building an MVP Demo for you to achieve future rounds of funding and obtain more customers.
 
We are a team of former Google Engineers and Designers with highly successful apps currently in the app store with high customer satisfaction, excellent UX, and five-star ratings. 
 
Our app, Cinemarun, takes advantage of Apple’s rich multi-channel ecosystem to deliver an app experience for phones, watches, and TV.
 
We have worked with exciting startups like Vantage Robotics, Cape, Founder Suite, 1-Page, Andy OS, Dispatchr, and many others.
 
One of our current Drone clients just utilized our work to receive an additional $5 Million funding round and we would like to discuss doing the same for you.
 
Check out our work here: 
 
15 minutes is all we need to show you how this works. If you are available one morning this week or next, I would be glad to arrange a call.
 
Have a great day.
 
—------------------------------------
 
Hi Ehsan
 
Sorry for the delay in getting back to you.  We are 100% focused on CES right now before we close for the holidays. 
 
Will you or someone from your team be at CES in January?  If so we can meet then or it will have to be in early February following my vacation. 
 
Thank you, Daniel
 
—-----------------------------------
 
Hi Daniel,
 
Thanks for getting in touch. No, unfortunately, we will not be attending the CES this year, but we can schedule a meeting at the start of February as per your availability. 
 
I'm sharing my Calendly link, you can pick a tentative slot as per your schedule.
 
Looking forward,
Ehsan
 
—------------------------------------
 
Thank you.  I’m interested at this time. Perhaps we can touch base in the July timeframe. 
 
D
 
—-------------------------------
 
Hi Daniel,
 
Sure. I'll get in touch with you in the mid of the year.
 
However, I'm attaching our services document for your review in the meantime.
 
Looking forward to working with you,
Hassan
",1
I appreciate you keeping us in the loop. We have a couple of other candidates on staff for {{Program}} as well but I would love to know more details if you can share about what are your needs specifically and how you want the punch to add value to your goals? ,1
Slides from yesterday's meeting are attached. ,0
Happy {{Day}}. I wanted to ask if there are any updates. This contract is a legal document and only a fair chance would allow us to win the trust and hearts of our team. The contract is without any obligation of a time commitment. Moreover I can arrange another session of our team with your team and that might help us get things moving. I'm just thinking out loud as I was planning to kick off the project this week. Let me know if there is anything we can help with. ,1
"Hey {{Name}}, Incredibly sorry about that! We were making some changes to a few of our systems to better integrate with salesforce, and looks like we had a bit of mishap. Otherwise, we have our proposal ready for you, and would love to schedule another call to review. What's your availabilty for early next week? Have a great weekend. Cheers {{Sender_Name}}",1
"I wanted to follow up on our last conversation we had in  {{Month/Year}} regarding the {{Program}}, I would like to continue the conversation and discuss how we can help {{Company}} this time around in a more promising way. ",1
"Hi {{Name}}, {{Name}} here, Customer Success here at Punch, and I love the way your engineering and design teams work, I would love to know more about the way your teams work and how we can help {{Company}}",1
"Hey {{Name}}, This is {{Name}}, I wanted to touch base with you regarding our {{Program}} that can add value to the {{Company}} in many ways. ",1
"Attached is the list, have your people fill in the columns highlighted in {{Colour}}. As best we can try not to overlap on accounts. ",0
I really need your lists asap.,0
I apologize. I meant {{Time}}. Sorry for the confusion.,0
"How the automated sales can really make a difference, well, to begin with, the automatic responses is a game-changer in this regard, followed by the emerging opportunities,  there are many creative ways a sales rep can play with this app. ",1
"Scientific Demand Generation Method

We would like to discuss with you a 90-day demand creation test that includes personalized, individual messaging, from our experienced B2B Sales team. 

A teaser of what Punch Growth Method looks like; 

{{Add the Gif}}
",1
What it the abbreviation for our website?,0
"Awesome, thanks!",1
Got it. We'll kick things into motion and have the page set up with password protection ASAP. A couple of things I just need to clarify; a downloadable PDF would not have the live animation elements that the live link has. But we can have it so that they can both view it online and also download a static version. ,1
"Did you get the chance to review the proposal? I would love to know your thoughts or feedback as it will help me establish the next steps. Folks at {{Our Company}} are thrilled with the possibility of moving forward and forging a long-lasting, mutually beneficial relationship with you and your team. Do you have the availability early next week for a quick call?",1
"Hi {{Name}}, {{Name}} here, Customer Success here at Punch, and I love the way your engineering and design teams work, I would love to know more about the way your teams work and how we can help {{Company}}",1
We have included the asked details into the CSA with only two minor changes. Feel free to let me know if you will need any further changes. I will follow up on {{Day}} to see if you have a kick off date for me. Thanks. ,1
"Hi Daniel, Sure. I'll get in touch with you in the mid of the year. However, I'm attaching our services document for your review in the meantime.
 
Looking forward to working with you,
Hassan
",1
No! Don't leave us,0
"Hey {{Name}}, Thanks for the reply, and i'd be happy to tell you more about Punch. I've included my availabilty for Monday for a time to chat below. Pleasea check the time that works best for you. In the meantime, would you mind telling me more about the kind of projects you could use some help with? Since Punch is a full service agency, a bit more detail will help me best prepared for our call. Looking forward to speaking with you!",1
"I hope you don’t mind my professional persistence. I’ve sent you a couple of emails in the previous weeks to see if you might be interested in our services.
If you are, I would love to chat with you and if not, please let me know so I can take you off the list.
",1
"I'll be up late {{Time}} watching the national championship, so give me a call when you get in.",0
"I know we have visited before on this product, but now I would like to go 
ahead up.",0
Did you write this?,0
"Drop me a line when y'all get a chance. Take care,",0
"Hey, This is {{Name}}, I found you on the {{Platform}} looking for {{Services}} and that caught my eye since your requirements fits perfectly with our design services. ",1
"Hi {{Name}}, Thank you, for showing interest in Punch. We’d love to add value to your business and help increase the company’s scope and reach. In the past, we have assisted plenty of start-ups and established businesses to widen their customer bases and increase their ROIs by providing design, engineering, and marketing services. Let’s jump on a call to talk about it further. How about {{Time}} on {{Day}}? Cheers, {{Sender_Name}}",1
"Hey {{Name}}, We will love to reschedule the meeting in the coming week so please ping me about the day/time which will be convenient for you. Meanwhile, I have attached the Punch's design method document for your review. Looking forward to hearing back from you. Many thanks {{Sender_Name}}",1
"I hope all is going well with you. It's been long time since our last conversation. I thought it would be a good time to check-in with you again. In my previous email, i shared some case studies for your review. What did you think about them? Please let me know if now  is the good time to resume our conversation from where we left off. If not, what would be the best time to reconnect in order to get the ball rolling again. ",1
"There are three other deals that i will fax you, Let me know if you have an interest ",0
"Please see attached PDF file containing the {{Company}} by {{Date}} 
",0
"Hi Kalyna,
 
Please find below the proposal for the LiveLeads by Punch. We would love to get the ball rolling here as it will allow us to explore many other opportunities.
 
{{Link}}
 
We would love to jump on a quick call to walk you through it and answer any questions you may have. Are you available later this week for a quick call?
 
Thanks,
 
Sherry
 
—--------------------
 
Hey Sherry,
 
Thanks for this I’ll have a look.
 
I’d love your take on the app as well.
 
Can you send the separate proposal for that?
 
Much appreciated,
Kalyna 
 
—---------------------
 
Hi Kalyna,
 
I would love to put together a proposal if I will have any details on the scope of work. It will allow us to share some team details, timelines, and cost estimates.
 
I can put together a quick document on the pricing and what you can expect from the team on Design and Development.
 
Let me know what you think and I can keep it moving forward here.
 
Thanks,
 
Sherry
 
—---------------------
 
Hey Sherry,
 
A proposal ASAP before end of week would be very useful with a timeline (week over week) estimated delivery, cost and such so we can go to investors and be sure to get moving into development.
 
There is a current async ML component. We are not married to the idea of having to tie all of those models in real time to Zoom. However, they do need to show up in a meaningful way on the client’s dashboard at some point.
 
Most immediately, if we can get something showing people real time insights in meetings, we are WELL on our way to the next stage of our MVP.
 
Here is an example product: 
 
This is another one (although they built their own video meeting area, we do NOT want to do that but rather plug in as Equalicert has.):
 
 
We do NOT want to be a DEI product but a performance improvement, management, leadership, professional development product.
 
 
Here’s an overview:
 
 
This is the general UX idea.
 
- React/Node
- Python Tensorflow for the AWS ML Models
- We have NLP, and use Audio, Video and the Chat to analyze Emotions (audio) Video (eye movements for engagement) but we are not set on all of our models being integrated right now depending on what's fastest/easiest/possible to integrate to talk in real time with a zoom meeting.
 
Ideally we want:
- Interruption notifications (If someone is interrupting a lot, they get a ping)
- Speaking time (depending on context - so we have 8 different use cases roughly, if someone is monopolizing the conversation based on the context of the call, they get pinged. We will provide the % speaking time intervals for you)
- Emotions (help the meeting leader and individual participants understand how they sound. Is there voice coming across as stressed? anxious? Are they speaking faster than normal? We want to let them know.)*** This will set us apart if you can do this in real time by hooking up to the audio of the meeting and running it through our ML model during the meeting time and sending that information back to the Zoom user in a panel.
 
If we had those three prompts (integrating the machine learning models or not) this would be a HUGE win.
 
Core Deliverables:
- We need a Zoom marketplace approval for the app so users can download it using the marketplace: (we are not set on Zoom but it is preferrable. We need to start somewhere and ultimately will need to move to Teams, Meet capabilities so whatever direction we start in is fine.)
- Paywall for users to be able to pay in order to use the service, usage based, 10 hours meetings free then a price per hour, not determined yet.
In AWS our own app on where users can log in and see their meeting history results
- Admin dashboards (in the mockups) for an administrator of a company (group individual users into the company, also for managers of teams or teachers of a class for example who might need access to aggregated statistics based on groups of individuals in their organization) and
- Individual user dashboard (individual meeting stats that are collected)
 
Our current ML models can already use recordings to analyze videos so we need to hook those up to the dashboard. We have a terrible dashboard on bubble that we need to migrate over essentially. We use integromat to automate sequences.
 
I’ve got this to our devs, but I think I am missing some “tech” vocabulary and direction on this. 
 
Please let me know.
 
Thanks!
  
Kalyna
—--------------------
 
Hi Kalyna,
 
We will start working on this first thing tomorrow and I will reach out to you if there will be any questions from the team.
 
Thanks,
 
Sherry
—--------------------
 
Great – as for the other pitch, I’m seeing $1,000/month for two individuals to run email campaigns?
 
Are they doing appointment setting?
 
As mentioned on that end I was looking for a guaranteed result of some sort before paying for further BD/Sales help.
 
Thanks,
Kalyna
—--------------------
 
Hi Kalyna,
 
My apologies for taking longer than expected to get back to you but there were a few thorough details our team had to go through.
 
Please find below the link for the proposal.
{{Link}}
 
Happy to jump on a quick call to answer any questions. Afternoons work best for us.
 
For the email marketing campaigns, our original proposal was only revolving around LeadGen but we can surely offer you more for less as the referrals are our key interest here. We are right working on scaling our technology right now and are only a few weeks away. Please read about it here: 
{{Link}} (draft version)
 
Feel free to share any thoughts.
 
Thanks,
 
Sherry
 
—--------------------------
 
Hey Sherry,
 
Thanks for this.
 
This quote is way out of budget for an MVP. How can you reduce this? I especially think 8 weeks for UX is extreme given our current wireframes already in existence, Zoom’s UI to leverage in app and the simplicity of what dashboard we’re asking for users to have access to meeting data.
 
If we were to simplify this MVP even further, what’s the cheapest you can go on a Zoom Marketplace app, integrating some basics like Equalicert has?
Would it be easier on Google as an extension like they have done?
 
I would love a few different options please.
 
Also, in your figmatic link, your videos are unaligned to the laptop screens.
 
I’ve attached an image for your reference.
 
If you can do something on the lead gen side, let me know. I’d love a trial or something along with the promise of sending you referrals upon success. I think this in combination with the MVP development would be a sweetspot for us.
 
Thanks!
 
Warmly,
Kalyna
—---------------------
 
 
 
 

",1
Below is an important email from {{Company}}. Check it out.,0
It'll help tons if you can share as many references and examples as possible. ,1
I didn't receive the information on work completed or started. Please send it this morning. ,0
"Hey {{Name}}, Just floating this to the top of your inbox in case you missed it. Cheers, {{Sender_Name}} ",1
